Reference, Quantity, Value, Footprint, Datasheet, Mfr. No:, Mfr:, MouserNo, Type, Diameter, ESR, Tolerance, Voltage Rating DC, Field4, Field5
CP_FAST1 ,1,"22uF","Capacitor_SMD:CP_Elec_4x5.4","https://www.mouser.co.uk/datasheet/2/445/875105240003-540627.pdf","875105240003","Wurth","710-875105240003","Aluminium Organic Polymer Capacitors WCAP-PSLP 10V 22uF 20%","4mm","45mOhms","20%","10 DC","",""
CP_INV1 CP_INV2 ,2,"10uF","Capacitor_SMD:CP_Elec_4x5.4","~"
CP_SLOW1 ,1,"220uF","Capacitor_SMD:CP_Elec_6.3x5.4","https://www.mouser.co.uk/datasheet/2/315/ABA0000C1184-947404.pdf","EEE-FPC221XAP","Panasonic","667-EEE-FPC221XAP","Aluminium Electrolytic Capacitors - SMD  ","6 mm","160 mOhms","20 %","16 VDC","",""
C_BP2 ,1,"10uF","Capacitor_SMD:C_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
C_BP1 C_BP3 C_BP4 C_BP5 ,4,"100nF","Capacitor_SMD:C_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
D_LED1 ,1,"LED","LED_THT:LED_D5.0mm","~"
D_LEDHI1 D_LEDLO1 ,2,"LED","LED_THT:LED_D3.0mm","~"
D_HI1 D_HI2 D_HI3 D_LO1 D_LO2 D_LO3 ,6,"1N914_VF1","Diode_SMD:D_SOD-123","~"
J_AUXTOMAIN1 ,1,"Conn_02x05_Counter_Clockwise","CustomHeaders:IDCHeader_02x05_P2.54mm_Vertical_Counter_Clockwise","~"
J_ICSP1 ,1,"Conn_02x03_Odd_Even","Connector_PinHeader_2.54mm:PinHeader_2x03_P2.54mm_Vertical","~"
J_MAINTOAUX1 ,1,"Conn_02x05_Counter_Clockwise","CustomHeaders:IDCHeader_02x05_P2.54mm_Vertical_Clockwise","~"
J_IN1 J_OUT1 ,2,"JACK__MONO_2P_NC","custom_sockets:6_35MM_JACK_MONO_FlatTop_notab","http://www.neutrik.us/en-us/plugs-jacks/slim-jacks/nrj4hf-1","NRJ4HF-1","Neutrik","550-10284G","Phone Connectors W/CHASSIS GROUND","","","","","",""
J_PWR1 ,1,"Jack-DC","Connector_BarrelJack:BarrelJack_Horizontal","https://www.mouser.co.uk/datasheet/2/393/rapc722x_cd-371352.pdf","RAPC722X","Switchcraft","502-RAPC722X","DC Power Connectors RT ANGL PWK JK PIN D","","","","","",""
P_DEPTH1 ,1,"B50k","Potentiometer_THT:Potentiometer_Alps_RK09L_Single_Vertical","https://www.mouser.co.uk/datasheet/2/15/RK09L-1370814.pdf","RK09L1140A5P","ALPS","688-RK09L1140A5P","1GANG LINEAR 20% FLATTED 1TURN","","","","","",""
P_OSCOFF1 P_OSCON1 P_VOL1 ,3,"B10K","Potentiometer_THT:Potentiometer_Alps_RK09L_Single_Vertical","https://www.mouser.co.uk/datasheet/2/15/RK09L-1370814.pdf","RK09L1140A66","ALPS","688-RK09L1140A66","1GANG LINEAR 20% FLATTED 1TURN","","","","","",""
R1 R3 R_LPF1 R_MODE1 R_OSCOFF1 R_OSCON1 ,6,"1K","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
R2 ,1,"330R","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
R4 ,1,"270R","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
R5 ,1,"47R","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
R_GAIN1 ,1,"2K7","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
R_MLED1 ,1,"22K","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
R_PD1 ,1,"22M","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","~"
SW_ATTACK1 ,1,"SW_SPDT","DailywellSwitches:Dailywell_SPDT","https://www.mouser.co.uk/datasheet/2/209/MS-100786-1172382.pdf","108-2MS1T1B1M2QE-EVX","Mountain Switch","108-2MS1T1B1M2QE-EVX","TOGGLE SPDT ON-ON PC MOUNT","","","","","",""
SW_EN1 ,1,"SW_3PDT_on_on","custom_sw:SW_3PDT_W18MM_L17.3MM_P5.3MM_D2MM","https://www.mouser.co.uk/datasheet/2/140/FS5700-1147045.pdf","FS57003PLT2B2M2QE","E-Switch","612-FS573PLT2B2M2QE","3PDT ON-ON LATCHING","","","","","",""
SW_MODE1 ,1,"1-1825910-4","TE_Alcoswitch_Tactile_2-1825910-7:SW_2-1825910-7","C10","","","","","","","","","TE CONNECTIVITY","MANUFACTURER RECOMMENDATION"
U_BUF1 ,1,"TL072","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/tl071.pdf","TL072SG-13","Diodes Incorporated","621-TL072SG-13","JFET INPUT OP AMP LOW NOISE","","","","","",""
U_CLK1 ,1,"ATtiny85-20SU","Package_SO:SOIJ-8_5.3x5.3mm_P1.27mm","http://ww1.microchip.com/downloads/en/DeviceDoc/atmel-2586-avr-8-bit-microcontroller-attiny25-attiny45-attiny85_datasheet.pdf"
U_INV1 ,1,"TC7662Bx0A","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://ww1.microchip.com/downloads/en/DeviceDoc/21469a.pdf","TC7660SEOA713","Microchip Technology","579-TC7660SEOA713","Switching Voltage Regulators High Voltage","","","","","",""
U_NREG1 ,1,"LM337_SOT223","Package_TO_SOT_SMD:SOT-223-3_TabPin2","http://www.ti.com/lit/ds/symlink/lm337-n.pdf","LM337IMP/NOPB","Texas Instruments","926-LM337IMP/NOPB","Linear Voltage Regulators 3-TERMINAL ADJ NEG REG","","","","","",""
U_OPTO1 ,1,"ACPL-217","Package_SO:SO-4_4.4x2.3mm_P1.27mm","https://docs-emea.rs-online.com/webdocs/163c/0900766b8163ccc8.pdf","ACPL-217-50BE","Broadcom / Avago","630-ACPL-217-50BE","Transistor Output Optocouplers 3000Vrms 50% CTR","","","","","",""
U_PREG1 ,1,"LM317_3PinPackage","Package_TO_SOT_SMD:SOT-223-3_TabPin2","http://www.ti.com/lit/ds/symlink/lm317.pdf","LM317DCYR","Texas Instruments","595-LM317DCYR","Linear Voltage Regulators 3 Term Adj. Pos.","","","","","",""